ID_Full	Locus	orig_Locus	ID	Haplotype	type	longest_ATG_ORF_aa	start_gene	genes_spanned	start_nt0	end_nt0	start_KCON_nt0	frame0	end_reason	sequence_bases	noncanonical_bases	alignment_path
HG00133_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00133	h1	type1	835	pol	pol-env	5485	7990	5486	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00133_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00133	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00140_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00140	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00140_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00140	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00146_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00146	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00146_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00146	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00171_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00171	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00171_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00171	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00232_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00232	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00232_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00232	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00235_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00235	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00235_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00235	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00253_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00253	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00253_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00253	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00268_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00268	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00268_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00268	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00272_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00272	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00272_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00272	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00280_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00280	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00280_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00280	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00290_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00290	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00290_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00290	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00320_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00320	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00320_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00320	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00321_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00321	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00321_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00321	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00323_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00323	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00323_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00323	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00329_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00329	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00329_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00329	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00344_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00344	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00344_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00344	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00350_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00350	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00350_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00350	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00358_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00358	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00358_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00358	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00408_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00408	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00408_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00408	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00423_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00423	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00423_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00423	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00438_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00438	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00438_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00438	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG005_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG005	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG005_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG005	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00512_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00512	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00512_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00512	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00513_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00513	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00513_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00513	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00514_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00514	h1	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00514_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_10p12.1	HML-2_10p12.1	HG00514	h2	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00544_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00544	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00544_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00544	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00558_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00558	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00558_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00558	pat	type1	1287	pol	pol-env	4128	7989	4130	0	stop_codon	9179	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00597_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00597	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00597_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00597	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00609_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00609	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00609_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00609	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00621_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00621	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00621_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00621	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00639_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00639	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00639_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00639	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00642_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00642	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00642_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00642	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00658_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00658	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00658_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00658	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00673_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00673	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00673_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00673	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00706_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00706	mat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
HG00706_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HML-2_10p12.1	HML-2_10p12.1	HG00706	pat	type1	1287	pol	pol-env	4129	7990	4130	1	stop_codon	9180	0	historical_source/cluster/HML2_project/orf_analysis_combined/HML-2_10p12.1/HML-2_10p12.1_all_haplotypes_aligned_type1_KCON.fasta
