ID_Full	ID	Haplotype	Source_Identifier	orig_Locus	Locus	public_cohort	input_analysis_include	input_analysis_exclusion_reason	verified_biological_family	retained_role	primary_HML2_exclusion_reason	published_locus	publication_source	publication_figure_panel	identity_query_record	identity_query_sha256	sequence_identity	query_coverage	crosswalk_evidence
HG00128_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00128	h2	HG00128#2#JBHIKT010000051.1:7984041-7993605	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00133_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00133	h1	HG00133#1#CM090057.1:7971407-7980975	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00133_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00133	h2	HG00133#2#CM090071.1:7951965-7961519	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00140_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00140	h1	HG00140#1#JBHDVY010000051.1:7946672-7956241	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00140_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00140	h2	HG00140#2#JBHDVZ010000037.1:7916639-7926203	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00146_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00146	h1	HG00146#1#JBHIKO010000008.1:7961461-7971031	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00146_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00146	h2	HG00146#2#CM090042.1:7958778-7968343	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00171_h1_HML-2_17p13.1_hg38_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_0	HG00171	h1	HG00171#1#haplotype1-0000018#0:7894216-7931889	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00171_h2_HML-2_17p13.1_hg38_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_0	HG00171	h2	HG00171#2#haplotype2-0000153#0:7915923-7953596	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00232_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00232	h1	HG00232#1#CM089999.1:7947984-7957548	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00232_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00232	h2	HG00232#2#CM090031.1:7978179-7987743	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00235_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00235	h1	HG00235#1#CM094377.1:7950198-7959762	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00235_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00235	h2	HG00235#2#CM094404.1:7952362-7961929	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00253_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00253	h1	HG00253#1#JBIREJ010000057.1:7994285-8003848	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00253_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00253	h2	HG00253#2#JBIREK010000053.1:7983699-7993253	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00268_h1_HML-2_17p13.1_hg38_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_0	HG00268	h1	HG00268#1#haplotype1-0000030#0:75146473-75184114	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00268_h2_HML-2_17p13.1_hg38_graph_hgsvc3-2024-02-23-mc-chm13_DEGRADED_KCON_0	HG00268	h2	HG00268#2#haplotype2-0000077#0:76622720-76660397	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00272_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00272	h1	HG00272#1#CM094197.1:7969139-7978706	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00272_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00272	h2	HG00272#2#CM094223.1:7959098-7968663	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00280_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00280	h1	HG00280#1#JBHDWA010000012.1:8062551-8072118	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00280_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00280	h2	HG00280#2#JBHDWB010000016.1:7944915-7954486	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00290_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00290	h1	HG00290#1#CM089988.1:7946219-7955790	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00290_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00290	h2	HG00290#2#JBHIKL010000003.1:7977850-7987414	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00320_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00320	h1	HG00320#1#CM089957.1:7967902-7977472	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00320_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00320	h2	HG00320#2#CM089973.1:7975284-7984848	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00321_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00321	h1	HG00321#1#CM089550.1:7962093-7971665	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00321_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00321	h2	HG00321#2#CM089580.1:7978459-7988025	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00323_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00323	h1	HG00323#1#CM087313.1:8025427-8034996	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00323_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00323	h2	HG00323#2#CM087338.1:7957499-7967063	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00329_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00329	h1	HG00329#1#CM094235.1:7964402-7973967	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00329_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00329	h2	HG00329#2#JBIRDQ010000015.1:7960952-7970516	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00344_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00344	h1	HG00344#1#JBIREN010000015.1:7967026-7976591	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00344_hap2_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00344	h2	HG00344#2#JBIREO010000011.1:8073119-8082684	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
HG00350_hap1_hprc_r2_v1.0.1_HML-2_17p13.1_hg38_DEGRADED_KCON_0	HG00350	h1	HG00350#1#JBIREL010000016.1:8094179-8103748	HML-2_17p13.1_hg38	HML-2_17p13.1_hg38	1	0	non_HML2_HML11_sequence_identity	HML-11	historical_catalog_comparator	non_HML2_HML11_sequence_identity	17p13.1	https://doi.org/10.1186/1742-4690-8-90	1E	NA24385_h2	cda24157b164406af560e0ff34b01cf3a5b2e850b9940a118ed229c953fb1436	0.9917979002624672	1.0	source_worktree/project/results/acroc_resolved_20260914/phylogeny/fragment_subfamily_resolution.tsv
