region	focal_tip	candidate_pool	other_tip	tree_distance	nearest
LTR	19p12c__hap1__n69	all_retained_loci	6p21.1__hap2__n60	0.2172933235763621	0
LTR	19p12c__hap1__n69	all_retained_loci	1q24.1__hap1__n335	0.21883672532755702	0
LTR	19p12c__hap1__n69	all_retained_loci	12p11.21__hap2__n103	0.21917309152429376	0
LTR	19p12c__hap1__n69	all_retained_loci	1p36.21b__hap2__n60	0.2195365674490189	0
LTR	19p12c__hap1__n69	all_retained_loci	1p36.21b__hap1__n147	0.2196948504387355	0
LTR	19p12c__hap1__n69	all_retained_loci	12p11.21__hap1__n345	0.220138836041768	0
LTR	19p12c__hap1__n69	all_retained_loci	7q11.21__hap2__n66	0.22034525827916315	0
LTR	19p12c__hap1__n69	all_retained_loci	7q11.21__hap1__n350	0.22040906150849934	0
LTR	19p12c__hap1__n69	all_retained_loci	14q32.33__hap1__n46	0.22132636626767202	0
LTR	19p12c__hap1__n69	all_retained_loci	14q32.33__hap2__n1	0.22246831881514578	0
LTR	19p12c__hap1__n69	all_retained_loci	11p15.4b__hap1__n389	0.22327047897977517	0
LTR	19p12c__hap1__n69	all_retained_loci	1q24.1__hap2__n4	0.2235536355037114	0
LTR	19p12c__hap1__n69	all_retained_loci	11p15.4b__hap2__n59	0.22493118447793653	0
LTR	19p12c__hap1__n69	all_retained_loci	19q13.42__hap2__n80	0.22732021907362437	0
LTR	19p12c__hap1__n69	all_retained_loci	19q13.42__hap1__n382	0.22902335823068776	0
LTR	19p12c__hap1__n69	all_retained_loci	1p36.21a__hap1__n306	0.2323381054567173	0
LTR	19p12c__hap1__n69	all_retained_loci	1p36.21a__hap2__n10	0.23355297990302223	0
LTR	19p12c__hap1__n69	all_retained_loci	9q34.11__hap1__n413	0.23844461275764156	0
LTR	19p12c__hap1__n69	all_retained_loci	9q34.11__hap2__n22	0.23986650885313623	0
LTR	19p12c__hap1__n69	all_retained_loci	4q13.2__hap1__n85	0.24102688092010496	0
LTR	19p12c__hap1__n69	all_retained_loci	8q24.3c__hap2__n52	0.2413673502521897	0
LTR	19p12c__hap1__n69	all_retained_loci	6q11.1__hap1__n159	0.24157426231791482	0
LTR	19p12c__hap1__n69	all_retained_loci	8q24.3c__hap1__n185	0.24167050148222854	0
LTR	19p12c__hap1__n69	all_retained_loci	12q24.33__hap1__n62	0.2418327440787366	0
LTR	19p12c__hap1__n69	all_retained_loci	4q13.2__hap2__n65	0.24203238134350358	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.3c__hap2__n79	0.24274159747314736	0
LTR	19p12c__hap1__n69	all_retained_loci	12q24.33__hap2__n14	0.24295159602230343	0
LTR	19p12c__hap1__n69	all_retained_loci	6q11.1__hap2__n113	0.24300939781967004	0
LTR	19p12c__hap1__n69	all_retained_loci	5q33.2__hap1__n356	0.24340992840569103	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.3c__hap1__n125	0.2442973812525051	0
LTR	19p12c__hap1__n69	all_retained_loci	21p13__hap1__n28	0.2454629723104856	0
LTR	19p12c__hap1__n69	all_retained_loci	5q33.2__hap2__n50	0.24586330179754787	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.3a__hap2__n9	0.24647169858558232	0
LTR	19p12c__hap1__n69	all_retained_loci	15p13a__hap1__n12	0.2464775280497538	0
LTR	19p12c__hap1__n69	all_retained_loci	22p13__hap1__n16	0.24715989937994978	0
LTR	19p12c__hap1__n69	all_retained_loci	22p13__hap2__n15	0.24734010796196665	0
LTR	19p12c__hap1__n69	all_retained_loci	4q35.2_hg38__hap2__n16	0.24803515519285083	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.1b__hap1__n114	0.2482019782309451	0
LTR	19p12c__hap1__n69	all_retained_loci	21p13__hap2__n22	0.24924959495961516	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.1b__hap2__n96	0.249856424661652	0
LTR	19p12c__hap1__n69	all_retained_loci	15p13a__hap2__n11	0.25019061816863564	0
LTR	19p12c__hap1__n69	all_retained_loci	14q11.2__hap2__n26	0.250657524164886	0
LTR	19p12c__hap1__n69	all_retained_loci	4q35.2_hg38__hap1__n61	0.25082409321292065	0
LTR	19p12c__hap1__n69	all_retained_loci	14q11.2__hap1__n49	0.25187304482546075	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.1a__hap2__n84	0.2524580038215346	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.3a__hap1__n10	0.25263287967433323	0
LTR	19p12c__hap1__n69	all_retained_loci	4p16.1a__hap1__n177	0.2539885534691118	0
LTR	19p12c__hap1__n69	all_retained_loci	3p12.3__hap1__n159	0.2563874447861787	0
LTR	19p12c__hap1__n69	all_retained_loci	3p12.3__hap2__n53	0.2581493603230796	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1d__hap1__n106	0.25821081614462205	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1e__hap1__n153	0.25821081614462205	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1c__hap1__n114	0.2585425176614425	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1d__hap2__n34	0.25957055098138043	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1e__hap2__n34	0.25957055098138043	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1b__hap1__n59	0.26041737161502454	0
LTR	19p12c__hap1__n69	all_retained_loci	11p15.4__hap1__n117	0.2611649831280022	0
LTR	19p12c__hap1__n69	all_retained_loci	8q11.21__hap1__n328	0.2612427404214132	0
LTR	19p12c__hap1__n69	all_retained_loci	8q11.21__hap2__n142	0.2619792535327214	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1b__hap2__n40	0.2622511055030055	0
LTR	19p12c__hap1__n69	all_retained_loci	11p15.4__hap2__n98	0.2631548261393735	0
LTR	19p12c__hap1__n69	all_retained_loci	8p23.1c__hap2__n18	0.264517340086948	0
LTR	19p12c__hap1__n69	shared_64_loci	12q14.1__hap2__n127	0.01483754798394418	1
LTR	19p12c__hap1__n69	shared_64_loci	12q14.1__hap1__n260	0.014857280440514929	0
LTR	19p12c__hap1__n69	shared_64_loci	3q13.2__hap1__n261	0.014972871612660421	0
LTR	19p12c__hap1__n69	shared_64_loci	3q13.2__hap2__n32	0.0149916038324364	0
LTR	19p12c__hap1__n69	shared_64_loci	8q11.23_new__hap1__n465	0.015683635151749857	0
LTR	19p12c__hap1__n69	shared_64_loci	8q11.23_new__hap2__n9	0.01673934478832611	0
LTR	19p12c__hap1__n69	shared_64_loci	11q22.1__hap2__n88	0.017940491808224247	0
LTR	19p12c__hap1__n69	shared_64_loci	10p12.1__hap2__n81	0.018045353277151538	0
LTR	19p12c__hap1__n69	shared_64_loci	7p22.1__hap1__n93	0.018707962982281588	0
LTR	19p12c__hap1__n69	shared_64_loci	10p12.1__hap1__n269	0.019095834597944367	0
LTR	19p12c__hap1__n69	shared_64_loci	3q27.2__hap2__n56	0.01911299922213118	0
LTR	19p12c__hap1__n69	shared_64_loci	22q11.21__hap1__n99	0.019205160409869908	0
LTR	19p12c__hap1__n69	shared_64_loci	22q11.21__hap2__n35	0.01924778943352371	0
LTR	19p12c__hap1__n69	shared_64_loci	Xq21.33__hap1__n3	0.01941179297464178	0
LTR	19p12c__hap1__n69	shared_64_loci	7p22.1__hap2__n81	0.019742032150264727	0
LTR	19p12c__hap1__n69	shared_64_loci	19q12__hap1__n314	0.01982019727942888	0
LTR	19p12c__hap1__n69	shared_64_loci	3q27.2__hap1__n242	0.020004128790438308	0
LTR	19p12c__hap1__n69	shared_64_loci	6q14.1__hap2__n106	0.02025985026438709	0
LTR	19p12c__hap1__n69	shared_64_loci	11q22.1__hap1__n160	0.021119455822976686	0
LTR	19p12c__hap1__n69	shared_64_loci	6q14.1__hap1__n152	0.021306870427268126	0
LTR	19p12c__hap1__n69	shared_64_loci	12q13.2__hap1__n216	0.021386312663162703	0
LTR	19p12c__hap1__n69	shared_64_loci	12q13.2__hap2__n61	0.02142788333874921	0
LTR	19p12c__hap1__n69	shared_64_loci	5q33.3__hap1__n307	0.022561032334574543	0
LTR	19p12c__hap1__n69	shared_64_loci	19q12__hap2__n40	0.022748120389642704	0
LTR	19p12c__hap1__n69	shared_64_loci	19p12b__hap1__n57	0.02318793618139505	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1a_hg38__hap1__n25	0.023361292560266558	0
LTR	19p12c__hap1__n69	shared_64_loci	5q33.3__hap2__n53	0.023557844382448016	0
LTR	19p12c__hap1__n69	shared_64_loci	1q22__hap1__n256	0.023725657511804277	0
LTR	19p12c__hap1__n69	shared_64_loci	1q22__hap2__n40	0.023733159293268177	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1a_hg38__hap2__n4	0.024091911820707097	0
LTR	19p12c__hap1__n69	shared_64_loci	19p12b__hap2__n3	0.024126159632578966	0
LTR	19p12c__hap1__n69	shared_64_loci	5p13.3__hap1__n245	0.02688605183739807	0
LTR	19p12c__hap1__n69	shared_64_loci	5p13.3__hap2__n147	0.028771430758149898	0
LTR	19p12c__hap1__n69	shared_64_loci	21q21.1__hap1__n82	0.030112154854986972	0
LTR	19p12c__hap1__n69	shared_64_loci	21q21.1__hap2__n31	0.031167622551997683	0
LTR	19p12c__hap1__n69	shared_64_loci	3q21.2__hap1__n194	0.03380573383706767	0
LTR	19p12c__hap1__n69	shared_64_loci	3q21.2__hap2__n63	0.03512162575161936	0
LTR	19p12c__hap1__n69	shared_64_loci	10q24.2__hap2__n114	0.03582656857102207	0
LTR	19p12c__hap1__n69	shared_64_loci	10q24.2__hap1__n189	0.03673266116398741	0
LTR	19p12c__hap1__n69	shared_64_loci	11q23.3__hap1__n159	0.039513651351758876	0
LTR	19p12c__hap1__n69	shared_64_loci	11q23.3__hap2__n147	0.041834241719577635	0
LTR	19p12c__hap1__n69	shared_64_loci	3q12.3__hap2__n105	0.047284446689498355	0
LTR	19p12c__hap1__n69	shared_64_loci	3q12.3__hap1__n184	0.047623538710901324	0
LTR	19p12c__hap1__n69	shared_64_loci	1q23.3__hap1__n195	0.050226572812673176	0
LTR	19p12c__hap1__n69	shared_64_loci	15p13b__hap2__n5	0.05097339924316137	0
LTR	19p12c__hap1__n69	shared_64_loci	1q23.3__hap2__n71	0.051352121544411926	0
LTR	19p12c__hap1__n69	shared_64_loci	15p13b__hap1__n9	0.051549106462246475	0
LTR	19p12c__hap1__n69	shared_64_loci	13p13__hap1__n7	0.05268625379793488	0
LTR	19p12c__hap1__n69	shared_64_loci	13p13__hap2__n4	0.05594023696856464	0
LTR	19p12c__hap1__n69	shared_64_loci	1p31.1a__hap1__n173	0.05792452576581956	0
LTR	19p12c__hap1__n69	shared_64_loci	1p31.1a__hap2__n106	0.06275428140955482	0
LTR	19p12c__hap1__n69	shared_64_loci	10p14__hap1__n252	0.0652696140843562	0
LTR	19p12c__hap1__n69	shared_64_loci	10p14__hap2__n42	0.07009091819435317	0
LTR	19p12c__hap1__n69	shared_64_loci	5p12__hap1__n225	0.11174110598195176	0
LTR	19p12c__hap1__n69	shared_64_loci	5p12__hap2__n175	0.1129195955787087	0
LTR	19p12c__hap1__n69	shared_64_loci	11q12.3__hap1__n361	0.1575796038456682	0
LTR	19p12c__hap1__n69	shared_64_loci	11q12.3__hap2__n65	0.15782447869945354	0
LTR	19p12c__hap1__n69	shared_64_loci	19q13.12b__hap1__n245	0.161674314145595	0
LTR	19p12c__hap1__n69	shared_64_loci	6p22.1__hap2__n116	0.16170256331224706	0
LTR	19p12c__hap1__n69	shared_64_loci	6p22.1__hap1__n169	0.16207086929060074	0
LTR	19p12c__hap1__n69	shared_64_loci	19q13.12b__hap2__n81	0.16312463824610918	0
LTR	19p12c__hap1__n69	shared_64_loci	19p12a__hap1__n256	0.1657477576084982	0
LTR	19p12c__hap1__n69	shared_64_loci	19p12a__hap2__n111	0.16687881986387135	0
LTR	19p12c__hap1__n69	shared_64_loci	9q34.3__hap1__n196	0.20802570828511557	0
LTR	19p12c__hap1__n69	shared_64_loci	9q34.3__hap2__n131	0.20891575899410417	0
LTR	19p12c__hap1__n69	shared_64_loci	19q13.41__hap1__n201	0.2101928621539941	0
LTR	19p12c__hap1__n69	shared_64_loci	19q13.41__hap2__n133	0.210650489689525	0
LTR	19p12c__hap1__n69	shared_64_loci	1p36.21c__hap1__n249	0.21366544573836554	0
LTR	19p12c__hap1__n69	shared_64_loci	6p21.1__hap1__n319	0.21402349631783207	0
LTR	19p12c__hap1__n69	shared_64_loci	1p36.21c__hap2__n48	0.2147366086608781	0
LTR	19p12c__hap1__n69	shared_64_loci	22q11.23__hap1__n95	0.2168320330635207	0
LTR	19p12c__hap1__n69	shared_64_loci	22q11.23__hap2__n67	0.21712701519123123	0
LTR	19p12c__hap1__n69	shared_64_loci	6p21.1__hap2__n60	0.2172933235763621	0
LTR	19p12c__hap1__n69	shared_64_loci	1q24.1__hap1__n335	0.21883672532755702	0
LTR	19p12c__hap1__n69	shared_64_loci	12p11.21__hap2__n103	0.21917309152429376	0
LTR	19p12c__hap1__n69	shared_64_loci	1p36.21b__hap2__n60	0.2195365674490189	0
LTR	19p12c__hap1__n69	shared_64_loci	1p36.21b__hap1__n147	0.2196948504387355	0
LTR	19p12c__hap1__n69	shared_64_loci	12p11.21__hap1__n345	0.220138836041768	0
LTR	19p12c__hap1__n69	shared_64_loci	14q32.33__hap1__n46	0.22132636626767202	0
LTR	19p12c__hap1__n69	shared_64_loci	14q32.33__hap2__n1	0.22246831881514578	0
LTR	19p12c__hap1__n69	shared_64_loci	1q24.1__hap2__n4	0.2235536355037114	0
LTR	19p12c__hap1__n69	shared_64_loci	19q13.42__hap2__n80	0.22732021907362437	0
LTR	19p12c__hap1__n69	shared_64_loci	19q13.42__hap1__n382	0.22902335823068776	0
LTR	19p12c__hap1__n69	shared_64_loci	1p36.21a__hap1__n306	0.2323381054567173	0
LTR	19p12c__hap1__n69	shared_64_loci	1p36.21a__hap2__n10	0.23355297990302223	0
LTR	19p12c__hap1__n69	shared_64_loci	9q34.11__hap1__n413	0.23844461275764156	0
LTR	19p12c__hap1__n69	shared_64_loci	9q34.11__hap2__n22	0.23986650885313623	0
LTR	19p12c__hap1__n69	shared_64_loci	4q13.2__hap1__n85	0.24102688092010496	0
LTR	19p12c__hap1__n69	shared_64_loci	8q24.3c__hap2__n52	0.2413673502521897	0
LTR	19p12c__hap1__n69	shared_64_loci	6q11.1__hap1__n159	0.24157426231791482	0
LTR	19p12c__hap1__n69	shared_64_loci	8q24.3c__hap1__n185	0.24167050148222854	0
LTR	19p12c__hap1__n69	shared_64_loci	4q13.2__hap2__n65	0.24203238134350358	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.3c__hap2__n79	0.24274159747314736	0
LTR	19p12c__hap1__n69	shared_64_loci	6q11.1__hap2__n113	0.24300939781967004	0
LTR	19p12c__hap1__n69	shared_64_loci	5q33.2__hap1__n356	0.24340992840569103	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.3c__hap1__n125	0.2442973812525051	0
LTR	19p12c__hap1__n69	shared_64_loci	21p13__hap1__n28	0.2454629723104856	0
LTR	19p12c__hap1__n69	shared_64_loci	5q33.2__hap2__n50	0.24586330179754787	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.3a__hap2__n9	0.24647169858558232	0
LTR	19p12c__hap1__n69	shared_64_loci	15p13a__hap1__n12	0.2464775280497538	0
LTR	19p12c__hap1__n69	shared_64_loci	22p13__hap1__n16	0.24715989937994978	0
LTR	19p12c__hap1__n69	shared_64_loci	22p13__hap2__n15	0.24734010796196665	0
LTR	19p12c__hap1__n69	shared_64_loci	4q35.2_hg38__hap2__n16	0.24803515519285083	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.1b__hap1__n114	0.2482019782309451	0
LTR	19p12c__hap1__n69	shared_64_loci	21p13__hap2__n22	0.24924959495961516	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.1b__hap2__n96	0.249856424661652	0
LTR	19p12c__hap1__n69	shared_64_loci	15p13a__hap2__n11	0.25019061816863564	0
LTR	19p12c__hap1__n69	shared_64_loci	4q35.2_hg38__hap1__n61	0.25082409321292065	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.1a__hap2__n84	0.2524580038215346	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.3a__hap1__n10	0.25263287967433323	0
LTR	19p12c__hap1__n69	shared_64_loci	4p16.1a__hap1__n177	0.2539885534691118	0
LTR	19p12c__hap1__n69	shared_64_loci	3p12.3__hap1__n159	0.2563874447861787	0
LTR	19p12c__hap1__n69	shared_64_loci	3p12.3__hap2__n53	0.2581493603230796	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1d__hap1__n106	0.25821081614462205	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1e__hap1__n153	0.25821081614462205	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1c__hap1__n114	0.2585425176614425	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1d__hap2__n34	0.25957055098138043	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1e__hap2__n34	0.25957055098138043	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1b__hap1__n59	0.26041737161502454	0
LTR	19p12c__hap1__n69	shared_64_loci	11p15.4__hap1__n117	0.2611649831280022	0
LTR	19p12c__hap1__n69	shared_64_loci	8q11.21__hap1__n328	0.2612427404214132	0
LTR	19p12c__hap1__n69	shared_64_loci	8q11.21__hap2__n142	0.2619792535327214	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1b__hap2__n40	0.2622511055030055	0
LTR	19p12c__hap1__n69	shared_64_loci	11p15.4__hap2__n98	0.2631548261393735	0
LTR	19p12c__hap1__n69	shared_64_loci	8p23.1c__hap2__n18	0.264517340086948	0
LTR	10q24.2__hap1__n189	all_retained_loci	19p12d__hap1__n264	0.02683040380548737	1
LTR	10q24.2__hap1__n189	all_retained_loci	19p12d__hap2__n193	0.02767933645560611	0
LTR	10q24.2__hap1__n189	all_retained_loci	12q14.1__hap2__n127	0.027817259455631602	0
LTR	10q24.2__hap1__n189	all_retained_loci	12q14.1__hap1__n260	0.027836991912202354	0
LTR	10q24.2__hap1__n189	all_retained_loci	3q13.2__hap1__n261	0.027952583084347848	0
