Locus	ID_Full	orig_Locus	ID	Haplotype	Source_Identifier	stable_source_identity_v3	analysis_include	manuscript_public_panel	catalog_5prime_TSD	catalog_3prime_TSD	boundary_join	boundary_source_locus	boundary_5prime_sequence	boundary_3prime_sequence	pair_admission	mismatch_count	boundary_presence_call	boundary_observation_state	catalog_observation_state	superpopulation	length_robust_candidate_difference	length_ambiguous_difference	candidate_length_comparisons
HML-2_8q24.3c	HG00673_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00673	mat	Successful_Empty_Site	HML-2_8q24.3b|HG00673|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00673_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|8b84e1d509ce5993bd1d20b5415e86bc8d15c2a76f7a008b73d35b250f50ad78	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_8q24.3c	HG00673_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00673	pat	Successful_Empty_Site	HML-2_8q24.3b|HG00673|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00673_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|6c7f47dc7c197bac3ef2f3254bdb826e3ba91fa34f9e0ec68ae22897f05a09b0	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_8q24.3c	HG00706_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00706	mat	Successful_Empty_Site	HML-2_8q24.3b|HG00706|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00706_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|0c76f9d74fc72ec8c579c01da5eb6b8248a40ccc3c13804bf207c309ca94b5b1	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_8q24.3c	HG00706_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00706	pat	Successful_Empty_Site	HML-2_8q24.3b|HG00706|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00706_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|ab419a42d5fb6b69ae06be671daaf3b15790bfeab4ca9135ddf5ac9711622a9a	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	EAS			
HML-2_8q24.3c	HG00731_h1_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG00731	h1	Validator_Script	HML-2_8q24.3b|HG00731|h1|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	AMR			
HML-2_8q24.3c	HG00731_h2_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG00731	h2	Validator_Script	HML-2_8q24.3b|HG00731|h2|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	AMR			
HML-2_8q24.3c	HG00732_h1_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG00732	h1	Validator_Script	HML-2_8q24.3b|HG00732|h1|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	AMR			
HML-2_8q24.3c	HG00732_h2_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG00732	h2	Validator_Script	HML-2_8q24.3b|HG00732|h2|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	AMR			
HML-2_8q24.3c	HG00733_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00733	mat	Successful_Empty_Site	HML-2_8q24.3b|HG00733|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00733_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|d777a762856196d8b4c73f4a7df9da09374ce89a2de6e710833d73f9df972a8f	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00733_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00733	pat	Successful_Empty_Site	HML-2_8q24.3b|HG00733|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00733_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|d6a84fb966a87b5dd730e9ac2e7e94b0d2b13623eefdd6be53ab2fc40f62d166	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00735_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00735	mat	Successful_Empty_Site	HML-2_8q24.3b|HG00735|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00735_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|e586d431a066476d9f651db94753390c7a66c3ce11d0d2c765e410b05f3a6955	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00735_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00735	pat	Successful_Empty_Site	HML-2_8q24.3b|HG00735|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00735_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|a0084d0c98f3f332589812e4f2be5e0a469610081986207622416ab0e3f1880a	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00738_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00738	mat	Successful_Empty_Site	HML-2_8q24.3b|HG00738|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00738_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|fa96209f9e88e62b3400eaccfe96e42445ec72f2ad946f7d57ef5e1257b0473c	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00738_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00738	pat	Successful_Empty_Site	HML-2_8q24.3b|HG00738|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00738_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|5fa6cfd3b338a42d0f709ba17c5b4f3200568f141f001367e02aab376475f26c	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00741_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00741	mat	Successful_Empty_Site	HML-2_8q24.3b|HG00741|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00741_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|322b7987b2ebb439709bde36afefd7da29499f38c0d98e4f615eb97e6a8dc359	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00741_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG00741	pat	Successful_Empty_Site	HML-2_8q24.3b|HG00741|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG00741_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|d3eec2cacd0a9d56bd2c85746120f429566c289782e92525b25627d6f4139dd5	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG00864_h1_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG00864	h1	Validator_Script	HML-2_8q24.3b|HG00864|h1|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	EAS			
HML-2_8q24.3c	HG00864_h2_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG00864	h2	Validator_Script	HML-2_8q24.3b|HG00864|h2|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	EAS			
HML-2_8q24.3c	HG01071_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01071	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01071|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01071_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|e4fdd46e6c1a2c0502ac83d903fab5cb27aeb9226ca290189c6cbea24be7d078	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01071_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01071	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01071|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01071_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|46dd9e335185bf794c5dd8d70db4986937df258954592b7054c345872dd13e46	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01074_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01074	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01074|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01074_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|4f83d70e12d84375452ce67cbb433e34ad4d0b6ef1d02ad18aa9831513cc612b	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01074_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01074	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01074|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01074_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|9513d8b46792c1a243b824cd287245df87357eace02be0ead7ff4c1740beb630	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01081_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01081	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01081|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01081_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|daac1fb209f7ca5ec80daefd2973db71604f5747eaceae404887451fcd29107a	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01081_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01081	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01081|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01081_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|764323ff749cd3ea8c6d4e7a5245acdd14b2b17ffe7a23ab306604bd6ec83ae4	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01099_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01099	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01099|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01099_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|4970d48706daa72b940457da257ad2e05e03b90f96ea39bd6d78119eb375fe65	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01099_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01099	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01099|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01099_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|cd2dde782d483dd6f86cabc3915f4eec133280c19c53e0a29308ba1fc329d0cc	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01106_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01106	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01106|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01106_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|e8f3335e53154f3ac55cafcf08b24681b43d46ff00e9070ca4541c5d35c2cd4e	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01106_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01106	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01106|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01106_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|58918277bb53e68b50d0d07c8742919421075a749dcc11c32965e4e13a711fbe	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01109_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01109	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01109|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01109_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|fe7edf3a718f195c6727253284f968befdfad72fb851fd536a96e539f8d6d93d	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01109_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01109	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01109|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01109_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|61643a9508ac33b51f9bb6a76206ba44d7dabcdd4844ad864f600c977f9886d3	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01114_h1_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG01114	h1	Validator_Script	HML-2_8q24.3b|HG01114|h1|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	AMR			
HML-2_8q24.3c	HG01114_h2_HML-2_8q24.3b_technical_error	HML-2_8q24.3b	HG01114	h2	Validator_Script	HML-2_8q24.3b|HG01114|h2|none|NA|NA	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				UNKNOWN_TECHNICAL	AMR			
HML-2_8q24.3c	HG01123_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01123	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01123|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01123_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|00221dccf5847b7cf98270476c1defdad301e21532171807aa81bc406cdb83fb	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01123_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01123	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01123|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01123_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|9af0c666ad58bf9198951c8fd1cc73f8ba37cd30778f3b30b916765066542396	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01150_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01150	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01150|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01150_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|570e84d39ea41f410847358b8b136b00e11dc796fb702318c1a55dfee12eb2b3	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01150_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01150	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01150|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01150_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|6035f200e5c6a295d9b04344448d3c76d555af2a3b140622c0fd1bcabdd1cf67	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01167_hap1_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01167	h1	Successful_Empty_Site	HML-2_8q24.3b|HG01167|h1|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01167_hap1_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|a93786b6eaf924e6a78d75a5354d4b8a76aaef34f3035a952987e242eaf0c7e2	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01167_hap2_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01167	h2	Successful_Empty_Site	HML-2_8q24.3b|HG01167|h2|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01167_hap2_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|a8b66d77083c1f24ac425ff489dcb6b52f71522a92913ad950c8c7b7dddfdd8f	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01175_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01175	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01175|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01175_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|f9483402c502ad785483d6dd3b5ffdbd2b9f3d379b57b0a086a0dc125f49ec35	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01175_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01175	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01175|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01175_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|ead6918dfbd59a255827926597c6989c80370dd55ce3a56ab81ef46fa84be53f	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01192_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01192	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01192|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01192_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|779dc4a11496c51b0049f8d76da0c291086a2f3278c1cefdfb7826e310b92a38	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01192_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01192	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01192|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01192_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|f98183660b20d72d28ba725a69a0d86608403f3edbc2934a34b439e01d2d41a7	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01243_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01243	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01243|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01243_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|de79e37e5dd605963e39cbe42fe10824a616dc0b268a78570004abe351eae4aa	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01243_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01243	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01243|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01243_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|f358340aa918bf9896ca4eda29dd87de6db5677b61eb98947eda2e11dded3651	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01252_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01252	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01252|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01252_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|5c364b88e6537985f486c9623569e82be361001ef03a4519eba9aaf26d01a6a0	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01252_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01252	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01252|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01252_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|6ecf365ae1e9bddd2361812174f68621358075c505975b80c2ab489daf58c635	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01255_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01255	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01255|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01255_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|f4afdc82ad520a32a9d9150b158f263d7d04bc13ae779b7a81a6a26a87043c9f	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01255_pat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01255	pat	Successful_Empty_Site	HML-2_8q24.3b|HG01255|pat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01255_pat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|efec5518fdd4b76e09ec4e77c9c7d53e32dc8170b58e6563e445254f8a66b29b	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
HML-2_8q24.3c	HG01258_mat_hprc_r2_v1.0.1_HML-2_8q24.3b	HML-2_8q24.3b	HG01258	mat	Successful_Empty_Site	HML-2_8q24.3b|HG01258|mat|none|historical_source/cluster/HML2_project/processed_loci/HML-2_8q24.3b/HG01258_mat_hprc_r2_v1.0.1_HML-2_8q24.3b.fa|e88415c5708f8e615035250f90171e80161ef964bbc64383381993870332760d	0	0	NA	NA	NO_EXACT_RETAINED_RECORD				NOT_ASSESSED_NO_EXACT_RETAINED_RECORD				NONCARRIER_SENTINEL_OBSERVATION	AMR			
