Locus	ID_Full	source_identifier	historical_catalog_source_sha256	alignment_sha256	spliced_alignment_sha256
HML-2_10p14	HG00128_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00128#2#CM090099.1:6818890-6829646	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00133_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00133#1#JBHIKQ010000041.1:6814969-6825462	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00133_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00133#2#CM090068.1:6826887-6837380	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00140_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00140#1#CM087115.1:6836061-6846554	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	205d8737690dc0bacbe15a3ae621fa97a1887d1faa7ff88e5f78d938135e3c74
HML-2_10p14	HG00140_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00140#2#CM087140.1:6824779-6835272	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00146_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00146#1#JBHIKO010000050.1:6815172-6825929	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00146_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00146#2#CM090038.1:6828703-6839196	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00171_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00171#1#haplotype1-0000034#0:6806519-6846095	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00171_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00171#2#haplotype2-0000170#0:6828300-6867976	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00232_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00232#1#JBHIKM010000010.1:6808039-6818610	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	c69f7604f56a259da68962ab27577cda673968839afdae89cad48e4d46dcd52f
HML-2_10p14	HG00232_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00232#2#JBHIKN010000037.1:6827544-6838037	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00235_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00235#1#JBIRED010000002.1:6823656-6834149	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00235_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00235#2#CM094400.1:6815577-6826070	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00253_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00253#1#CM094463.1:6821427-6831920	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00253_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00253#2#CM094485.1:6837708-6848201	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00268_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#1#haplotype1-0000011#0:6327832-6367405	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00268_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#2#haplotype2-0000058#0:6325172-6364707	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00272_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00272#1#CM094193.1:6819540-6830033	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00272_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00272#2#CM094220.1:6816811-6827304	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00280_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00280#1#CM087153.1:6819027-6829520	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00280_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00280#2#CM087164.1:6830669-6841162	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00290_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00290#1#JBHIKK010000011.1:6809745-6820238	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00290_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00290#2#JBHIKL010000034.1:6811623-6822116	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00320_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00320#1#JBHIKI010000007.1:6817146-6827639	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00320_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00320#2#CM089969.1:6823564-6834057	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00321_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00321#1#CM089545.1:6825933-6836426	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00321_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00321#2#CM089576.1:6821772-6832265	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00323_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00323#1#JBHDWM010000050.1:6817948-6828441	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00323_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00323#2#JBHDWN010000046.1:6820888-6831381	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00329_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00329#1#CM094230.1:6822737-6833308	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	c69f7604f56a259da68962ab27577cda673968839afdae89cad48e4d46dcd52f
HML-2_10p14	HG00329_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00329#2#JBIRDQ010000005.1:6885105-6895598	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00344_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00344#1#JBIREN010000045.1:6823643-6834136	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00344_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00344#2#CM094516.1:6822556-6833049	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00350_hap1_hprc_r2_v1.0.1_HML-2_10p14	HG00350#1#CM094475.1:6828036-6838529	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00350_hap2_hprc_r2_v1.0.1_HML-2_10p14	HG00350#2#CM094494.1:6819401-6829894	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00358_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00358#1#haplotype1-0000023#0:129442525-129482175	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00358_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00358#2#haplotype2-0000103#0:127747669-127787219	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00408_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00408#2#JBHDVL010000044.1:6825078-6835575	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00408_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00408#1#JBHDVK010000060.1:6820901-6831394	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00423_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00423#2#CM089419.1:6821243-6831736	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00423_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00423#1#CM089404.1:6831526-6842283	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00438_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00438#2#CM089194.1:6826628-6837122	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00438_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00438#1#CM089176.1:6820102-6830595	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG005_mat_hprc_r2_v1.0.1_HML-2_10p14	HG005#2#CM099979.1:6819429-6829922	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG005_pat_hprc_r2_v1.0.1_HML-2_10p14	HG005#1#CM099990.1:6819208-6829701	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00512_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00512#1#haplotype1-0000010#0:127784750-127824302	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00512_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00512#2#haplotype2-0000277#0:126895661-126935266	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00513_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00513#1#haplotype1-0000015#0:6796574-6836148	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00513_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00513#2#haplotype2-0000119#0:129406134-129445615	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00514_h1_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00514#1#haplotype1-0000040#0:127547141-127586693	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00514_h2_HML-2_10p14_graph_hgsvc3-2024-02-23-mc-chm13	HG00514#2#haplotype2-0000188#0:128259718-128299292	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00544_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00544#2#JBHIIN010000009.1:6822327-6832820	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00544_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00544#1#JBHIIM010000028.1:6823784-6834277	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00558_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00558#2#CM088528.1:6816864-6827357	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00558_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00558#1#JBHIHC010000061.1:6815807-6826561	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00597_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00597#2#CM085787.1:6824669-6835426	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	9dda06fdb3a21209a007cd094b1c9db88b1516be0c93502bf51bfa76a82112a7
HML-2_10p14	HG00597_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00597#1#CM085773.1:6831611-6842104	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00609_mat_hprc_r2_v1.0.1_HML-2_10p14	HG00609#2#CM086365.1:6820053-6830546	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
HML-2_10p14	HG00609_pat_hprc_r2_v1.0.1_HML-2_10p14	HG00609#1#CM086353.1:6820986-6831479	b03000ec08d4283faa8fff15ffcd173866fb717dfec5f9453fc9d3e26c9cbb77	f532b06525c8066e9dc1c1e6aa8ff4b3af9ea54464a95deb90e37baa6b487466	e2d6ec258ce823d0436c0ff6f153746a04eef6be7ed045213a82e637360b9de5
