locus	array	sample	haplotype	copy_count	copy_a	copy_b	region	jointly_called_bases	substitution_differences	p_distance	indel_runs	indel_bases	terminal_gap_bases	transitions
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	internal	7536	1	0.0001326963906581741	0	0	0	1
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	5p_LTR	961	5	0.005202913631633715	0	0	0	3
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	3p_LTR	962	1	0.0010395010395010396	0	0	0	1
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG00268_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00268	h2	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	whole_unit	9458	18	0.0019031507718333686	1	1	0	13
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	internal	7535	10	0.0013271400132714001	1	1	0	8
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	pro	1004	3	0.00298804780876494	1	1	0	2
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG00290_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00290	h1	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	whole_unit	9459	9	0.0009514747859181732	0	0	0	7
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	internal	7536	3	0.0003980891719745223	0	0	0	3
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	gag	2001	1	0.0004997501249375312	0	0	0	1
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	pro	1005	1	0.0009950248756218905	0	0	0	1
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	pol	2871	1	0.00034831069313827936	0	0	0	1
7p22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00321	h1	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	whole_unit	9459	10	0.001057194206575748	0	0	0	8
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	internal	7536	4	0.0005307855626326964	0	0	0	4
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	gag	2001	1	0.0004997501249375312	0	0	0	1
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	pro	1005	1	0.0009950248756218905	0	0	0	1
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00323	h2	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	whole_unit	9458	19	0.0020088813702685555	1	1	0	14
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG00344_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00344	h1	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	whole_unit	9455	20	0.0021152829190904283	2	4	0	15
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	internal	7535	12	0.0015925680159256802	1	1	0	10
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	5p_LTR	958	1	0.0010438413361169101	1	3	0	1
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	pol	2871	3	0.0010449320794148381	0	0	0	3
7p22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	mat	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	whole_unit	9456	19	0.002009306260575296	2	3	0	14
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	internal	7533	11	0.0014602416036107793	2	3	0	9
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	gag	1999	5	0.0025012506253126563	1	2	0	5
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	pol	2871	1	0.00034831069313827936	0	0	0	1
7p22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00423	pat	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	whole_unit	9459	6	0.0006343165239454488	0	0	0	4
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	internal	7536	0	0.0	0	0	0	0
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	3p_LTR	962	6	0.006237006237006237	0	0	0	4
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	gag	2001	0	0.0	0	0	0	0
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	pro	1005	0	0.0	0	0	0	0
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	pol	2871	0	0.0	0	0	0	0
7p22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00438	pat	2	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	whole_unit	9458	20	0.002114611968703743	1	1	0	15
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	3p_LTR	962	8	0.008316008316008316	0	0	0	5
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG005	mat	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	whole_unit	9458	12	0.0012687671812222456	1	1	0	10
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	whole_unit	9458	21	0.00222034256713893	1	1	0	16
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	whole_unit	9459	9	0.0009514747859181732	0	0	0	6
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	internal	7535	13	0.0017252820172528201	1	1	0	11
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	internal	7536	2	0.0002653927813163482	0	0	0	2
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	5p_LTR	961	0	0.0	0	0	0	0
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	3p_LTR	962	0	0.0	0	0	0	0
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	gag	2001	0	0.0	0	0	0	0
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	pro	1005	0	0.0	0	0	0	0
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	pol	2871	3	0.0010449320794148381	0	0	0	3
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	pol	2871	4	0.0013932427725531174	0	0	0	4
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	pol	2871	1	0.00034831069313827936	0	0	0	1
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	2	env	2100	0	0.0	0	0	0	0
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	1	3	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00512_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00512	h1	3	2	3	env	2100	1	0.0004761904761904762	0	0	0	1
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	whole_unit	9458	19	0.0020088813702685555	1	1	0	14
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	internal	7535	11	0.00145985401459854	1	1	0	9
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	5p_LTR	961	1	0.001040582726326743	0	0	0	1
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	3p_LTR	962	7	0.007276507276507277	0	0	0	4
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	gag	2001	4	0.001999000499750125	0	0	0	4
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	pro	1004	4	0.00398406374501992	1	1	0	3
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	pol	2871	2	0.0006966213862765587	0	0	0	2
7p22.1	HG00513_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00513	h1	2	1	2	env	2100	1	0.0004761904761904762	0	0	0	1
