locus	sample	haplotype	array	copy_index	copy_count	id	source_path	source_sha256	source_header	source_identifier	catalog_to_local_offset	slice_start0	slice_end0	length	sequence_sha256	type
12q24.33	HG01255	mat	HG01255_mat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	2	2	HG01255_mat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG01255_mat_hprc_r2_v1.0.1_HML-2_12q24.33.fa	376e8d13e8d124b2464e5463c384ca9b4d1be2b6f2af657fa6fd8077a937f5a1	>HG01255_mat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG01255#2#CM086726.1:133312411-133323470 genomic_strand:-	HG01255#2#CM086726.1:133312586-133318106	0	5364	10885	5521	a6e80c0b13de325668283f80f70b257ed195ede83da9c78bb01f70c785642da1	type2
12q24.33	HG02155	h2	HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	1	2	HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33.fa	9fa736d8dbcbbd66264d2c4a95b3c9194fff72b8dd99facd3e10392d5ebccd54	>HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG02155#2#JBIECC010000015.1:10446154-10457216 genomic_strand:-	HG02155#2#JBIECC010000015.1:10451264-10456785	0	431	5953	5522	c5a5b62f8b400122adb7a52723a84f7449d883cd630d1781265f91a58e36ce0f	type2
12q24.33	HG02155	h2	HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	2	2	HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33.fa	9fa736d8dbcbbd66264d2c4a95b3c9194fff72b8dd99facd3e10392d5ebccd54	>HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG02155#2#JBIECC010000015.1:10446154-10457216 genomic_strand:-	HG02155#2#JBIECC010000015.1:10446329-10451850	0	5366	10888	5522	fc5bbacebf65780b5d0fa26cab232c04eb14d044e14a36c35a694ae021ab99f7	type2
12q24.33	HG02818	pat	HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	1	2	HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33.fa	94bcc22747b43b63e69d7d6eb230fcedf0ec36a7f67d9457660e2f0f2425f849	>HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG02818#1#CM092003.1:133517136-133528198 genomic_strand:-	HG02818#1#CM092003.1:133522246-133527767	0	431	5953	5522	a01d5a180d71b32a7fba56de0fa26fc07ef4a1b63cc8aee138620ee7ae9e50fd	type2
12q24.33	HG02818	pat	HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	2	2	HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33.fa	94bcc22747b43b63e69d7d6eb230fcedf0ec36a7f67d9457660e2f0f2425f849	>HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG02818#1#CM092003.1:133517136-133528198 genomic_strand:-	HG02818#1#CM092003.1:133517311-133522832	0	5366	10888	5522	1a8390ac2a101cc4d70bc27196a15b548321ceb22bbf463b141ab53bf6e81579	type2
12q24.33	HG03248	h1	HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_12q24.33/HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13.fa	c9b9e9911868ebefa7b837c7f61bb7ef845ee817ccbecc324fc96f849ff27173	>HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG03248#1#haplotype1-0000045#0:162717-203801 genomic_strand:-	HG03248#1#haplotype1-0000045#0:197349-202870	500	431	5953	5522	caf4d9fcdcf5b83e4e8f42d74b484b32e3de6b6dcc84e4b0483899144a65c9bd	type2
12q24.33	HG03248	h1	HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_12q24.33/HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13.fa	c9b9e9911868ebefa7b837c7f61bb7ef845ee817ccbecc324fc96f849ff27173	>HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG03248#1#haplotype1-0000045#0:162717-203801 genomic_strand:-	HG03248#1#haplotype1-0000045#0:192414-197935	500	5366	10888	5522	ba139c5d24a1e850388c1f7cefe98bbd44ae8021ce770fa9d89c4886dc970fa7	type2
12q24.33	HG03470	h1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	1	4	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33.fa	6881e376aba7ab90dd75c6f9f18241a25081d631908d21969e1943ae43ca10e3	>HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG03470#1#CM091828.1:133650225-133671157 genomic_strand:-	HG03470#1#CM091828.1:133665205-133670726	0	431	5953	5522	a8cdc34eeb281b1b7b415efd38b2aefa4f5e18914aa66000de7f3539deb37fbc	type2
12q24.33	HG03470	h1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	2	4	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33.fa	6881e376aba7ab90dd75c6f9f18241a25081d631908d21969e1943ae43ca10e3	>HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG03470#1#CM091828.1:133650225-133671157 genomic_strand:-	HG03470#1#CM091828.1:133660270-133665791	0	5366	10888	5522	3f954d37d9e2ddb7bce31f900e8294db420a2f666c6961e2b7417545af4526b2	type2
12q24.33	HG03470	h1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	3	4	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part3	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33.fa	6881e376aba7ab90dd75c6f9f18241a25081d631908d21969e1943ae43ca10e3	>HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG03470#1#CM091828.1:133650225-133671157 genomic_strand:-	HG03470#1#CM091828.1:133655335-133660856	0	10301	15823	5522	abb737bad4d184b7d510787be31223a538ea4dae3388a63937dbaf8106792346	type2
12q24.33	HG03470	h1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	4	4	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI_part4	historical_source/Documents/HML2_project_data/processed_loci/HML-2_12q24.33/HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33.fa	6881e376aba7ab90dd75c6f9f18241a25081d631908d21969e1943ae43ca10e3	>HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI assembly_coords:HG03470#1#CM091828.1:133650225-133671157 genomic_strand:-	HG03470#1#CM091828.1:133650400-133655921	0	15236	20758	5522	2bc18fc5a96b52a33d5364d6dcbc45cd145d70b9c4f2ffb3f450db03cbde1a57	type2
12q24.33	NA19317	h1	NA19317_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	NA19317_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_12q24.33/NA19317_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13.fa	4dac8994f681978408e280cac7244cc6aafe7d4bf82aed032133440cc591b520	>NA19317_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|NA19317#1#haplotype1-0000015#0:133485428-133526503 genomic_strand:-	NA19317#1#haplotype1-0000015#0:133520051-133525572	500	431	5953	5522	f221cedcfc543d9096b75b533e742e6a39743ff3d472e5740229e6341b058554	type2
