ID_Full	Locus	orig_Locus	ID	Haplotype	type	longest_ATG_ORF_aa	start_gene	genes_spanned	start_nt0	end_nt0	start_KCON_nt0	frame0	end_reason	sequence_bases	noncanonical_bases	alignment_path
HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	HG03248	h1	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9517	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
HG03371_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	HG03371	h1	type2	361	gag	gag	1170	2253	1111	0	stop_codon	9522	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
HG04217_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	HG04217	h1	type2	422	gag	gag	1169	2435	1111	2	stop_codon	9521	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA19239_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA19239	h2	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9521	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA19331	h2	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9520	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA19434	h2	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9515	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA19705_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA19705	h1	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9522	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA19836_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA19836	h2	type2	422	gag	gag	1169	2435	1111	2	stop_codon	9521	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA19983	h1	type2	422	gag	gag	1169	2435	1111	2	stop_codon	9521	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
NA21487_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HML-2_8p23.1c	HML-2_8p23.1c	NA21487	h2	type2	422	gag	gag	1169	2435	1111	2	stop_codon	9522	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1c/HML-2_8p23.1c_all_haplotypes_aligned_type2_KCON.fasta
HG02554_h1_HML-2_8p23.1d_graph_hgsvc3_linked_recovery	HML-2_8p23.1d	HML-2_8p23.1d	HG02554	h1	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9524	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1d/HML-2_8p23.1d_all_haplotypes_aligned_type2_KCON.fasta
HG03452_h1_HML-2_8p23.1d_graph_hgsvc3_linked_recovery	HML-2_8p23.1d	HML-2_8p23.1d	HG03452	h1	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9544	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1d/HML-2_8p23.1d_all_haplotypes_aligned_type2_KCON.fasta
NA19347_h2_HML-2_8p23.1d_graph_hgsvc3_linked_recovery	HML-2_8p23.1d	HML-2_8p23.1d	NA19347	h2	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9538	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1d/HML-2_8p23.1d_all_haplotypes_aligned_type2_KCON.fasta
NA19705_h2_HML-2_8p23.1d_graph_hgsvc3_linked_recovery	HML-2_8p23.1d	HML-2_8p23.1d	NA19705	h2	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9544	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1d/HML-2_8p23.1d_all_haplotypes_aligned_type2_KCON.fasta
NA20355_h2_HML-2_8p23.1d_graph_hgsvc3_linked_recovery	HML-2_8p23.1d	HML-2_8p23.1d	NA20355	h2	type2	423	gag	gag	1170	2439	1111	0	stop_codon	9544	0	historical_source/Library/Mobile Documents/com~apple~CloudDocs/Documents/Med_School/PostDoc/Manuscripts/HML2PopGenManuscript/_audit_2026-09-14/source_call_resolution/broad_graph_recovered/validated_calls/orf_analysis/HML-2_8p23.1d/HML-2_8p23.1d_all_haplotypes_aligned_type2_KCON.fasta
