locus	ID_Full	sequence_id	source_file_sha256
HML-2_10p12.1	NA19443_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	sc00f1c1856a84c246b5039423e4e5fab66752eb2cecbe98c41985ac577afa497	8a58a28bcf7f812846fd28652d3176c1ee5a0bbbb4f77d6f4e0d731d0b7740e1
HML-2_10p12.1	NA19835_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	s583c6c0076b92144a452373b5d54f7804cddc0384582a2a6bd4b0dc2a468313c	c05d0f6dc081e361e21653de5d5c062f648e01ade332c7314d2dd52960a7435c
HML-2_10p12.1	NA19909_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	s79e3db542c2566741b648db788940bd52257a4073183cad083502877f55ce7ca	513497883a785e7ac80819304ebed02b96bd85e77705a813d458928a9a3d1549
HML-2_10p12.1	NA20282_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	s075a571f5017ad1007a2bb2b276c3f591ac0d1ff0c2f290a14e51839be061b57	a9b82bcf6e5844fb838764a7dabef5937512605d7cf465ddd3391c1d2df49fd9
HML-2_10p12.1	NA21102_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	s79e3db542c2566741b648db788940bd52257a4073183cad083502877f55ce7ca	31139d16720da35b09019b007375b8535b27afa7474543acca61b60a81c3a760
HML-2_11q22.1	HG00099_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	sa6a5a7ff39d9007dc25d8d92283eebba5400c2e9bb8503061bce6c5a88aa0399	379ab6c855254a44c2a42eb693321c157f0a2d20088c914215e95f1c4f646657
HML-2_11q22.1	HG00128_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	255c9e1008e27750ac6f87cf0f45a2a5d4d800ec53880d8569c7ea81b1d56828
HML-2_11q22.1	HG00140_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	837d22ea62e115eda8d05e83cc5e22300867c1c0d294f067e1d8b005cc49866a
HML-2_11q22.1	HG00232_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s3b222b854a13784dc7d2b37f5381bdd9e5e98e412a003a022b71717df57e3283	7bcda9f62d4ee21a736162346cb5fb34109a33f3029b2a0a59eac438d34dfa02
HML-2_11q22.1	HG00235_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	9727f5f64f9430a322f2d1f2319b8e637b22bac495085e570662f56b376e1b3f
HML-2_11q22.1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	5c81bd509ff50bc1904a22630043348881f6523a78cf6dabcfa63e320347140e
HML-2_11q22.1	HG00272_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	53a1f29597d9a8e9af69da839fb3cf364677924b798f0d4bd8a4ff0f9812de3c
HML-2_11q22.1	HG00280_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	38e70438afe519f2110583d12718f01afda2164955451e84792488eee44cc1ce
HML-2_11q22.1	HG00321_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	4db591677a3ed3216884776a1b94f12fe7f4d50c73855808df065b6bf81e1b5c
HML-2_11q22.1	HG00321_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	32b317147443ab8a3c3c897c11de7d5c00b147695d693a09e2a14910dbda2a2b
HML-2_11q22.1	HG00323_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	sa6a5a7ff39d9007dc25d8d92283eebba5400c2e9bb8503061bce6c5a88aa0399	074361ca6597cad42b54657c0d25d2e0580dc470560f0126127d88228c6aa58f
HML-2_11q22.1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	bbf7aa4c36c582a5b23bcc68b22dd32c1834bbc1e84a92a5a9a6f90c87ff1ce2
HML-2_11q22.1	HG00350_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	3f0314310acfdc195a6d6094937f0ada0d4d4020f754f10e5d005f426d2d686f
HML-2_11q22.1	HG00408_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s40bf3d35c5c686cc6f11d061bf6bc01d957587a3f6ec8ab1aefa8f0ff49f698d	72f3d6e7350ebec2f5946de458503127041151d97c6e17c793236e66e1c486ba
HML-2_11q22.1	HG00408_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	eda02227c6d7488e0042efd6b63511916e759cf21d117611e94a2ac08f698b10
HML-2_11q22.1	HG00423_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	00b0443d809b894c35e5a305f71cb89ae3508da203e24e1be34ea72fa5f4d5e8
HML-2_11q22.1	HG00423_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	39c0ed865e48df539fb92f848ca2bb54533c4dfe596124fbcfbc12afb5f05d50
HML-2_11q22.1	HG00438_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	c22f3c8dc70f46c2c4292022aecde4f36a004726c1b67f6a24885ceec5a7a67b
HML-2_11q22.1	HG00438_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	7655e7165130795bf6f9ebf3f188a2444421935a25021660f2564a0e6b3f23d0
HML-2_11q22.1	HG005_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	bee36007e58fe379211e5c799e9b493ad6347f89063c6af3dcb74ff955ccaa57
HML-2_11q22.1	HG005_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	8a327a816a177d546281de74b92b8adf0abe36062ba080a8a1b7f95492e67206
HML-2_11q22.1	HG00544_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	ae51db1229d3eede0df0be4a79f91e588d21915dcb68a9f8e0e653e49380c1b8
HML-2_11q22.1	HG00544_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s40bf3d35c5c686cc6f11d061bf6bc01d957587a3f6ec8ab1aefa8f0ff49f698d	3fd05f469d56d310486fcaa1ffbad0222a77f0102542627c2b3e90ccbc3f5253
HML-2_11q22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	b7640c24de7f090e6c2fc7fa51903422d6c30be97f47eaf5b003fa482ba77af0
HML-2_11q22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	14d92af584fbb6052f96b4220677b18ec2b562e9043f4940abc242ff1ecde7db
HML-2_11q22.1	HG00597_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	b1cd3518f87595668851b80d575a517830f773de848ebbf2d7e234d14cd9e170
HML-2_11q22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	8730648640c082b5907791444631fdd0f51939037c1f0c213342cb95d36e8d51
HML-2_11q22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s58186a1eeabeb3bd81f9e5ccbe31ed467eb88a8e486dad695eed692b4a23a5ca	39ca66a9451c89e7b83df9c3033d2c11f5360a3fa1d6313c8ba7e9829ad386ce
HML-2_11q22.1	HG00621_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	a25455d056db234c67c0bf358a486be81cc3ab1f9faed55fa93ec7f28b9b9e51
HML-2_11q22.1	HG00639_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	de30939860e0fee1687460e49000cd0abe21bda080ac4919b91f9bc3b8aaabc7
HML-2_11q22.1	HG00658_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	2b9e176903be21df28990f7ecb172681bb4122492da79b13d1acac49b3c410f3
HML-2_11q22.1	HG00658_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	d58d4ffb6371b64f33468b9b47c5fe8a1b21e5275443cca70f190d3870d6bd35
HML-2_11q22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	78b98dd75272dc084fe40b7718e4df9b75d974ca9d986760e0bb5b7f8901fc5c
HML-2_11q22.1	HG00706_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	3b11cf5aae3ca770e7604604d1e890b80dbdda36fd4cf985127b3691db47dca8
HML-2_11q22.1	HG00733_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	d1beacdb73373cbe808d992265784188a9ef3fd2024a61f7ee8d69789b8da271
HML-2_11q22.1	HG00733_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	bf726281f15fece4b72012700266a7ea6eb976cb6f9b0098404b9c5b9efdc93d
HML-2_11q22.1	HG00735_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	0cc513d64e8e2547fa8b50050bdede61908ef579c04b1865d5d35f9dd6c1a4ca
HML-2_11q22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s3b222b854a13784dc7d2b37f5381bdd9e5e98e412a003a022b71717df57e3283	f015c79d064d59bbf8cf2245b4c84e206139121b475d4e8a652ce5c3d75f3b9f
HML-2_11q22.1	HG00738_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	cb87165eb4a19888bd95af7cdebad1fd37c9974b55d68888affb99c22fd9f5af
HML-2_11q22.1	HG00741_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	51da7122529e773d9ab0563ef0d81b87cbc1768c6a542c92f22b7807856f6d4b
HML-2_11q22.1	HG01071_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s6c263455ea2d71fce999050b6020956bb542da79df98c046f3cf76a52a360c54	e230decdbb47cf0a4725eb5d631effae3a5f3e2b927a83a9d48e6069262b7448
HML-2_11q22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	73483c9ba410ad5cc612ffa91a8e321e18dd847558ee711916af2d1e1d8e7a37
HML-2_11q22.1	HG01081_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s40bf3d35c5c686cc6f11d061bf6bc01d957587a3f6ec8ab1aefa8f0ff49f698d	e1d6d8d4d3975db095dbbad7000121cffc7bab1c06d9c8336095ba4584dc8325
HML-2_11q22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	5f26918d1b3a6004abfe03e35398be280949f1fb555a1272b59af116d9abe732
HML-2_11q22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	97f6a016e6a7495a8f7324046d92e2473b0608b9c83a7cd0e12676801dc15f5f
HML-2_11q22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	03409e1fc1a9c149e1cadd5b4508e1d56c9d1fd99e3f3762d4cc65081b4b5e4c
HML-2_11q22.1	HG01167_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	7850807d75dfb76c71a9ca3c073126ccb8efe44c03fe8a04b19a446ee207e7de
HML-2_11q22.1	HG01175_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	318eef37aefa0a46ad338977f4deb6f52e2bd75e0cc00c655f9a1355a904f92c
HML-2_11q22.1	HG01252_mat_hprc_r2_v1.0.1_HML-2_11q22.1	sfd234a8b06f6232d50b7417b16caa01624d91e66d98f18d17e149bc6ace23134	b15d91d04eaace104733d9976f9b826157e751bd839b5755df5a9ab9eaa91ec6
HML-2_11q22.1	HG01346_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	c66b821a182e17ed184e7ddfe0408f823a6277868eca625ae2d054b0fa0f7761
HML-2_11q22.1	HG01361_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s3b222b854a13784dc7d2b37f5381bdd9e5e98e412a003a022b71717df57e3283	6c933a9850ec709e7168508ca1b66f7b6aa01378e8869063f63359f0819bbd8a
HML-2_11q22.1	HG01496_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	53cf891554edfb9237b9a6cabadee04c04527d05c26632e2db3ddf7801a8bfa6
HML-2_11q22.1	HG01530_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s3b222b854a13784dc7d2b37f5381bdd9e5e98e412a003a022b71717df57e3283	a338f3f93a4a24b913a28b644f31d042b5db220ab0c89ae87601c18716a468b6
HML-2_11q22.1	HG01786_hap1_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	4b4083800c1bb0dc2d336b0bbbb35545e7e51b652e2ef6199d5f6e8cabff4d5e
HML-2_11q22.1	HG01891_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s40bf3d35c5c686cc6f11d061bf6bc01d957587a3f6ec8ab1aefa8f0ff49f698d	140986564184e58db949e09fb34f4c6f4ffe569398798bb1c42a02e28fc7c516
HML-2_11q22.1	HG01928_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	f80b1f5bfde6b97dc8ca08cc86cefb4f799521192883a3faab1a9497e619b07d
HML-2_11q22.1	HG01928_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	ce1583a008d37ae3a5ad4d05a013a1f5a08dff16ddae535385d44e77ba74eb14
HML-2_11q22.1	HG01934_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	4e7b68727fb379f75bc8b54c99df96cf8130030473c1414d91654c13e4be2219
HML-2_11q22.1	HG01940_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	a88c55ec0683083cc59323fc5c3e8bfad3405510df38a051a75a1326b80965c2
HML-2_11q22.1	HG01943_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	4d79abb993f8a92d0e953eba58d95c260465f616cb25d0bb852d526cdc1b9237
HML-2_11q22.1	HG01943_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	df61d2051eec31b1d0fbd62278d581039d1e7504c7383dd779e2b812ebe64ed9
HML-2_11q22.1	HG01952_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	ab491d273ac72df243b530fa2f8dd79b357726c7f99584b418454c15ff0bb366
HML-2_11q22.1	HG01952_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	edcaa0a5a5f0cee2fde6893460f14c51fc9efda0a288baec5200a5373675766c
HML-2_11q22.1	HG01960_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s1e86ff95d9221ee1eb39761abd9d68604af296d316b0b64186dfd6a64fb1029c	7df8971909bf7ba4869fac90061684012feb2ad4d837e4ccdb9fe4882e3d6742
HML-2_11q22.1	HG01969_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	41c33204f3c546a82fb9151dcce1e62d2f357fa7acb5da9e79aeabb670220df9
HML-2_11q22.1	HG01969_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	d52f39df6036559d47b6e14d65a1cb7211d0bbc0312b083591941738822f33fd
HML-2_11q22.1	HG01993_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	de1a146ac56c6bf88477ba0eea9ae8858ed94a1a756ac45e8a6f4ee22137e09e
HML-2_11q22.1	HG01993_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	7f8a95148d468ca8af154f4820f4e365e1b81963454fd41460a95b68d285189f
HML-2_11q22.1	HG02015_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	b65b10baa03bd321815dad690c78c4036006c7dfa4c8347171aae795c7c6c28d
HML-2_11q22.1	HG02015_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	c993370c43b46e8ba7a5c9772971778afbc8bf47f21228c251aa096255382050
HML-2_11q22.1	HG02027_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	d972bd42bc66efe6f09d359072abe60e3b486bf91a1b18b78ea8a0d928bae56e
HML-2_11q22.1	HG02027_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	20e2dddf1ea988bb36a9364961f9e6c8de83935cdf6700e1bbec8a067380e12c
HML-2_11q22.1	HG02040_hap2_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	d5cb7e4ca6a05c76b830ca43403d39683591209a076ed0bc8b9d65abbfabc5c5
HML-2_11q22.1	HG02056_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	57b921a9493e5725e79bb992404eb5b052bbed0f4a9daaa00d65d13a9ca78f33
HML-2_11q22.1	HG02071_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	5979362c740490ca385912a6b2c971403ce85e33c656566cd590e397fb467683
HML-2_11q22.1	HG02071_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	4ccea5eb1e23277f2662281a955ed0495c7858b3f69e70c05c20e814f4475995
HML-2_11q22.1	HG02074_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	86a843cfed97a1a9e1069deb07c8b102d6dab25941afd106974635a694c9ff3c
HML-2_11q22.1	HG02074_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s40bf3d35c5c686cc6f11d061bf6bc01d957587a3f6ec8ab1aefa8f0ff49f698d	633ce5ff1edd934384b1e1c13d2333798e4dd2f84bace34c486edc0cea8cfd0a
HML-2_11q22.1	HG02080_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s40bf3d35c5c686cc6f11d061bf6bc01d957587a3f6ec8ab1aefa8f0ff49f698d	f111d716dbaa4732496587ddd3cda186fbff5eb5732deebb4817a6038224b7e2
HML-2_11q22.1	HG02080_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	8ba34208deed669d9b99c0c4aad9cb1f03d1081f1b2fb8cc289da3f99a83f8c9
HML-2_11q22.1	HG02083_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	0fb716638c59ab779378aea5a7c3c1ee0f98a1ebc564aee1f23c6525076eb8ad
HML-2_11q22.1	HG02129_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	1ea6b93d53f2bf6e91c48fcbb6b3e5cc2dbcaa792993635a3da64a2e7f3767d7
HML-2_11q22.1	HG02132_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s3b222b854a13784dc7d2b37f5381bdd9e5e98e412a003a022b71717df57e3283	b5612f95852ee47327c73f3dcd243c6ed2d7e3e915b8c9aeff5a98c9d2ca2d0f
HML-2_11q22.1	HG02135_mat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	597e5da9ba96a325d1e9860154014ec5d30d41d3f07227fd6a70a2a7728783cc
HML-2_11q22.1	HG02135_pat_hprc_r2_v1.0.1_HML-2_11q22.1	s524979ec778b9e24cff8fdc674bdb61fe77247cca862e7cbc8f45371510323b2	b8e0bfa48cf57fc70bc08aff0e94ab3c4190bae21f3ab63123c972db4b972d8c
